User ID,Cohort Group,Date,Revenue
6208,2023-08,2022-11-09,$192.58
6209,2021-04,2021-01-20,$85.14
6210,2023-06,2022-05-23,$494.82
6211,2023-03,2021-08-25,$104.64
6212,2021-05,2021-12-09,$351.86
6213,2023-07,2022-08-27,$535.27
6214,2023-04,2023-09-17,$85.61
6215,2021-07,2021-10-19,$123.65
6216,2021-10,2021-10-15,$342.38
6217,2022-09,2021-12-26,$330.36
6218,2022-06,2022-09-01,$215.47
6219,2021-04,2021-04-29,$728.12
6220,2022-07,2023-07-04,$41.35
6221,2021-09,2023-10-22,$354.18
6222,2023-08,2022-06-14,$681.58
6223,2023-04,2022-05-23,$196.24
6224,2022-12,2022-04-08,$571.86
6225,2021-02,2022-08-08,$531.96
6226,2023-01,2021-08-08,$608.87
6227,2022-03,2023-08-19,$371.55
6228,2022-03,2023-06-11,$237.76
6229,2023-08,2023-12-04,$598.76
6230,2021-06,2022-08-31,$613.76
6231,2022-07,2022-05-06,$100.88
6232,2021-09,2021-02-19,$611.31
6233,2023-09,2021-04-11,$747.80
6234,2022-08,2021-08-19,$663.71
6235,2023-02,2021-07-31,$538.09
6236,2021-03,2022-08-05,$777.97
6237,2023-08,2023-09-12,$740.40
6238,2022-08,2022-02-15,$684.00
6239,2023-05,2021-05-07,$330.64
6240,2021-02,2021-07-26,$598.25
6241,2023-04,2023-07-09,$184.87
6242,2021-07,2021-08-09,$599.18
6243,2023-05,2022-01-22,$322.48
6244,2021-02,2022-09-06,$648.15
6245,2023-04,2021-05-31,$403.20
6246,2023-08,2023-05-20,$528.78
6247,2023-10,2021-09-24,$115.45
6248,2021-04,2023-11-05,$483.81
6249,2022-08,2023-11-18,$749.23
6250,2022-02,2023-05-21,$559.56
6251,2022-12,2021-06-04,$655.47
6252,2023-03,2021-03-09,$646.42
6253,2023-07,2023-08-13,$414.93
6254,2022-05,2021-05-31,$261.41
6255,2021-09,2021-04-18,$924.83
6256,2021-06,2022-12-22,$446.07
6257,2022-11,2023-02-01,$749.17
6258,2021-03,2022-01-30,$467.90
6259,2022-05,2021-09-20,$733.75
6260,2023-05,2021-05-15,$906.19
6261,2023-07,2021-12-07,$976.40
6262,2022-07,2021-03-20,$287.76
6263,2022-11,2021-11-02,$610.73
6264,2023-03,2023-06-06,$748.62
6265,2023-09,2023-12-04,$881.41
6266,2023-06,2022-08-19,$751.46
6267,2023-01,2021-12-20,$220.76
6268,2022-05,2023-05-08,$116.57
6269,2022-04,2022-12-11,$611.19
6270,2022-06,2022-03-03,$544.25
6271,2023-09,2022-03-05,$371.57
6272,2022-01,2022-12-15,$807.14
6273,2022-06,2022-03-08,$151.08
6274,2021-01,2021-11-20,$266.23
6275,2022-11,2022-03-03,$302.26
6276,2021-09,2021-05-03,$627.73
6277,2021-01,2023-09-03,$79.57
6278,2022-05,2023-05-07,$226.07
6279,2022-03,2023-10-13,$817.10
6280,2023-12,2021-04-14,$677.20
6281,2022-11,2023-02-24,$589.00
6282,2022-07,2023-02-04,$251.83
6283,2022-01,2023-03-24,$139.20
6284,2021-04,2022-06-07,$107.59
6285,2023-07,2022-09-30,$471.62
6286,2021-12,2022-08-27,$619.12
6287,2023-11,2022-09-04,$87.91
6288,2022-04,2022-02-06,$686.55
6289,2023-06,2021-06-26,$891.61
6290,2022-05,2021-10-23,$483.94
6291,2021-01,2022-08-05,$156.78
6292,2022-08,2021-08-24,$995.84
6293,2022-06,2022-02-26,$544.74
6294,2023-03,2022-07-02,$538.35
6295,2023-08,2023-08-10,$194.33
6296,2021-03,2022-09-10,$257.40
6297,2023-04,2023-02-19,$120.84
6298,2021-03,2023-10-09,$260.63
6299,2023-10,2022-06-08,$892.79
6300,2021-10,2021-09-19,$95.08
6301,2023-09,2021-03-29,$477.89
6302,2023-08,2023-06-14,$19.39
6303,2021-03,2022-02-21,$247.23
6304,2021-09,2022-01-08,$171.18
6305,2023-12,2021-02-03,$597.05
6306,2021-09,2021-07-02,$995.11
6307,2023-04,2021-08-04,$595.93
6308,2023-04,2022-04-30,$674.88
6309,2021-01,2023-07-17,$679.05
6310,2023-08,2023-01-16,$841.00
6311,2021-02,2021-12-25,$634.37
6312,2023-12,2023-04-24,$50.10
6313,2023-12,2021-12-27,$258.39
6314,2022-09,2023-06-08,$911.47
6315,2022-12,2023-06-05,$997.92
6316,2022-12,2021-10-18,$357.43
6317,2023-06,2023-07-09,$583.09
6318,2023-04,2021-04-21,$790.70
6319,2022-11,2022-05-27,$283.56
6320,2021-01,2021-01-25,$860.57
6321,2022-03,2023-10-31,$447.31
6322,2021-08,2021-02-04,$377.25
6323,2022-06,2023-07-18,$898.70
6324,2021-12,2021-06-28,$574.55
6325,2022-10,2022-09-11,$713.40
6326,2022-06,2021-03-10,$143.85
6327,2023-06,2022-04-12,$548.05
6328,2021-10,2023-09-27,$417.96
6329,2021-07,2022-10-01,$859.69
6330,2022-07,2022-09-20,$115.43
6331,2021-11,2023-09-11,$563.62
6332,2022-11,2022-09-14,$495.86
6333,2021-03,2021-07-20,$636.83
6334,2023-01,2023-09-19,$190.25
6335,2021-08,2022-11-02,$170.39
6336,2022-08,2021-10-18,$518.40
6337,2022-07,2022-04-17,$291.69
6338,2022-10,2021-11-08,$602.52
6339,2021-08,2022-02-07,$734.32
6340,2023-02,2023-01-06,$619.23
6341,2021-11,2021-10-26,$118.49
6342,2021-07,2023-12-21,$806.92
6343,2022-06,2021-12-17,$804.21
6344,2021-04,2023-03-30,$847.56
6345,2022-03,2021-12-17,$119.78
6346,2023-12,2022-10-03,$426.61
6347,2022-11,2023-12-31,$479.05
6348,2021-12,2021-04-12,$294.32
6349,2023-07,2021-07-05,$752.64
6350,2023-05,2021-04-07,$928.93
6351,2023-04,2023-07-15,$22.47
6352,2023-04,2021-02-14,$792.71
6353,2023-03,2021-02-10,$216.32
6354,2022-10,2022-06-30,$390.01
6355,2021-12,2022-11-04,$826.88
6356,2023-05,2023-04-04,$51.33
6357,2022-08,2022-10-09,$364.04
6358,2021-12,2021-11-19,$478.42
6359,2021-04,2021-03-21,$662.63
6360,2023-06,2021-12-05,$239.96
6361,2023-04,2022-10-04,$739.23
6362,2022-02,2022-10-21,$499.06
6363,2022-05,2021-12-27,$622.01
6364,2022-07,2021-01-20,$61.83
6365,2022-09,2022-12-22,$762.81
6366,2023-04,2023-11-13,$759.00
6367,2023-05,2023-01-25,$568.94
6368,2021-10,2021-12-07,$943.77
6369,2022-03,2022-10-06,$573.37
6370,2023-03,2022-12-16,$956.90
6371,2021-06,2023-09-22,$503.05
6372,2022-06,2023-04-14,$732.18
6373,2022-02,2023-08-14,$512.77
6374,2022-01,2021-03-31,$580.52
6375,2022-04,2021-05-24,$471.62
6376,2023-02,2021-01-18,$578.33
6377,2023-06,2021-10-02,$32.92
6378,2022-01,2023-06-08,$954.04
6379,2022-03,2023-12-11,$991.84
6380,2022-07,2023-05-15,$316.60
6381,2021-11,2023-06-01,$282.89
6382,2022-02,2022-08-17,$749.96
6383,2021-10,2022-02-12,$885.62
6384,2022-10,2022-08-06,$491.45
6385,2022-04,2021-05-20,$733.57
6386,2023-11,2023-08-27,$283.47
6387,2023-03,2023-02-18,$57.02
6388,2021-10,2022-07-10,$603.08
6389,2023-01,2022-06-06,$652.19
6390,2023-07,2023-09-15,$40.10
6391,2023-12,2023-05-06,$36.48
6392,2023-02,2022-02-08,$391.54
6393,2023-06,2021-08-15,$582.80
6394,2023-02,2023-09-12,$450.12
6395,2021-07,2022-02-21,$138.73
6396,2023-08,2021-01-03,$108.21
6397,2021-07,2023-10-14,$379.82
6398,2023-08,2022-08-29,$318.02
6399,2023-01,2021-11-14,$377.73
6400,2021-04,2022-10-11,$471.13
6401,2022-03,2021-07-28,$733.12
6402,2021-02,2023-02-12,$362.79
6403,2022-09,2021-02-12,$800.23
6404,2023-09,2023-06-08,$33.60
6405,2023-09,2022-04-03,$705.31
6406,2022-04,2021-12-27,$993.10
6407,2022-06,2023-09-24,$355.81
6408,2021-09,2023-03-20,$256.68
6409,2023-01,2021-04-01,$98.08
6410,2023-06,2021-11-12,$752.45
6411,2021-01,2021-06-15,$829.36
6412,2022-12,2023-08-17,$967.17
6413,2022-11,2022-07-17,$496.06
6414,2022-11,2023-06-15,$164.22
6415,2022-12,2022-11-15,$918.04
6416,2022-08,2022-04-06,$51.52
6417,2022-03,2022-10-27,$473.18
6418,2022-05,2022-08-16,$987.88
6419,2021-04,2021-05-06,$560.94
6420,2021-10,2022-08-12,$909.86
6421,2021-07,2021-12-01,$505.79
6422,2022-03,2022-10-25,$977.45
6423,2021-09,2023-11-15,$899.63
6424,2023-11,2021-02-04,$693.72
6425,2021-06,2022-03-02,$42.41
6426,2023-08,2023-02-26,$288.42
6427,2023-08,2022-04-13,$434.73
6428,2021-01,2023-07-05,$680.68
6429,2021-06,2023-10-24,$402.29
6430,2022-05,2022-01-06,$726.38
6431,2021-11,2021-07-11,$172.25
6432,2022-01,2022-11-13,$557.01
6433,2023-03,2021-06-28,$869.86
6434,2021-03,2022-10-15,$413.52
6435,2021-06,2021-01-17,$313.99
6436,2023-04,2022-04-03,$276.75
6437,2022-05,2023-04-02,$341.24
6438,2021-04,2022-04-15,$860.13
6439,2022-02,2022-07-18,$846.96
6440,2022-03,2021-05-05,$316.03
6441,2022-03,2022-05-02,$618.68
6442,2021-03,2023-12-26,$701.62
6443,2021-06,2022-11-21,$905.32
6444,2021-02,2021-06-16,$150.25
6445,2021-01,2023-09-05,$356.96
6446,2022-08,2022-04-18,$429.98
6447,2022-02,2023-10-13,$831.57
6448,2021-08,2023-03-11,$412.01
6449,2022-02,2022-04-29,$949.03
6450,2023-09,2021-01-26,$140.02
6451,2021-09,2021-07-10,$847.12
6452,2022-09,2021-04-12,$707.82
6453,2022-02,2023-08-19,$409.73
6454,2023-12,2021-11-05,$693.98
6455,2023-10,2022-01-08,$981.16
6456,2021-08,2021-02-21,$31.08
6457,2023-05,2023-02-04,$826.46
6458,2023-04,2022-02-10,$26.58
6459,2023-08,2023-12-23,$627.32
6460,2021-10,2023-06-19,$732.95
6461,2021-11,2021-02-18,$686.33
6462,2022-01,2023-06-15,$699.83
6463,2023-08,2023-08-04,$139.93
6464,2023-03,2022-09-07,$229.65
6465,2022-02,2023-11-16,$722.93
6466,2023-09,2022-12-12,$74.02
6467,2023-08,2021-06-11,$478.55
6468,2022-03,2022-01-22,$364.56
6469,2021-11,2021-05-01,$75.65
6470,2021-10,2021-11-19,$461.17
6471,2021-03,2021-03-08,$278.96
6472,2022-06,2022-07-06,$213.62
6473,2022-10,2022-08-16,$867.83
6474,2021-08,2022-10-12,$661.40
6475,2021-05,2022-01-28,$567.35
6476,2021-12,2023-10-07,$933.85
6477,2022-02,2022-08-15,$652.69
6478,2021-11,2021-02-21,$878.26
6479,2021-12,2021-03-09,$452.10
6480,2023-06,2023-02-28,$687.49
6481,2021-05,2021-10-16,$971.34
6482,2021-09,2021-03-13,$91.00
6483,2023-06,2022-07-05,$226.74
6484,2023-12,2023-06-10,$778.33
6485,2022-08,2023-07-27,$829.65
6486,2021-05,2021-10-17,$129.81
6487,2023-08,2021-10-09,$983.83
6488,2021-11,2021-09-18,$706.55
6489,2021-06,2021-04-09,$222.59
6490,2021-08,2023-09-16,$265.76
6491,2021-04,2022-01-05,$187.39
6492,2023-03,2023-06-23,$545.21
6493,2021-02,2022-11-30,$647.55
6494,2023-05,2022-10-10,$522.98
6495,2022-07,2021-07-29,$356.93
6496,2023-01,2023-10-04,$994.37
6497,2022-10,2022-09-19,$135.22
6498,2022-02,2021-03-31,$135.02
6499,2021-11,2022-05-11,$96.21
6500,2023-10,2023-02-26,$612.82
6501,2021-08,2023-06-19,$968.46
6502,2021-01,2021-02-22,$913.47
6503,2021-01,2021-11-21,$108.33
6504,2022-01,2021-12-21,$699.67
6505,2021-06,2023-07-29,$499.15
6506,2023-04,2021-03-27,$813.37
6507,2022-09,2023-03-15,$187.63
6508,2022-07,2022-04-01,$274.27
6509,2021-02,2022-10-21,$550.78
6510,2021-06,2022-10-31,$75.92
6511,2022-07,2022-08-11,$511.49
6512,2022-05,2023-06-23,$53.18
6513,2022-10,2023-12-11,$131.39
6514,2023-06,2021-11-14,$945.55
6515,2023-11,2022-08-01,$205.29
6516,2021-12,2023-09-03,$406.42
6517,2022-10,2023-03-22,$952.80
6518,2023-12,2022-05-19,$799.83
6519,2022-09,2022-08-09,$387.38
6520,2021-10,2023-12-28,$967.16
6521,2022-05,2023-11-09,$376.46
6522,2021-10,2023-01-15,$986.84
6523,2021-04,2021-07-15,$508.40
6524,2022-12,2023-03-04,$467.94
6525,2022-07,2023-06-04,$126.98
6526,2022-10,2021-12-17,$431.13
6527,2023-10,2022-03-01,$626.55
6528,2021-08,2022-04-16,$49.82
6529,2021-12,2021-02-01,$564.34
6530,2023-12,2021-06-08,$963.82
6531,2021-10,2023-09-17,$186.60
6532,2021-01,2023-05-20,$361.65
6533,2021-02,2023-06-16,$287.80
6534,2022-06,2023-09-21,$752.52
6535,2022-09,2023-03-24,$643.15
6536,2021-05,2021-10-22,$110.97
6537,2023-12,2023-07-04,$263.97
6538,2022-09,2023-03-11,$765.33
6539,2023-10,2023-10-19,$852.98
6540,2021-09,2021-11-03,$417.35
6541,2022-03,2021-09-02,$588.58
6542,2022-06,2023-02-11,$116.59
6543,2021-12,2022-05-22,$611.31
6544,2021-10,2021-02-18,$742.89
6545,2021-08,2023-05-02,$292.27
6546,2021-08,2021-03-04,$558.12
6547,2022-09,2023-08-20,$313.96
6548,2023-05,2021-06-10,$410.41
6549,2022-10,2021-06-28,$391.37
6550,2023-08,2023-08-22,$413.18
6551,2023-10,2022-04-15,$664.66
6552,2021-05,2023-02-08,$237.40
6553,2021-11,2021-08-09,$844.76
6554,2023-07,2023-01-20,$118.90
6555,2023-09,2022-05-25,$347.99
6556,2022-05,2022-05-03,$410.69
6557,2022-04,2021-10-14,$369.54
6558,2023-06,2023-07-31,$175.64
6559,2022-10,2023-06-25,$681.71
6560,2021-06,2022-09-29,$762.85
6561,2021-07,2021-05-15,$393.99
6562,2023-11,2023-07-19,$711.91
6563,2021-02,2022-08-09,$424.40
6564,2023-10,2022-09-12,$570.86
6565,2022-05,2022-04-19,$795.32
6566,2023-05,2023-07-09,$792.13
6567,2022-09,2023-05-15,$804.51
6568,2023-02,2022-01-03,$511.80
6569,2023-03,2021-05-18,$579.85
6570,2021-09,2021-06-17,$913.63
6571,2022-02,2022-03-06,$230.69
6572,2023-06,2023-08-29,$806.00
6573,2022-10,2022-12-10,$375.53
6574,2022-06,2021-01-10,$668.78
6575,2021-05,2022-08-27,$959.02
6576,2022-06,2021-09-19,$138.68
6577,2022-04,2021-12-06,$191.24
6578,2023-05,2021-09-24,$557.91
6579,2023-01,2021-09-24,$700.08
6580,2023-02,2021-02-26,$114.21
6581,2023-02,2022-12-30,$198.24
6582,2021-11,2022-08-30,$997.94
6583,2021-08,2022-02-14,$201.20
6584,2021-07,2023-05-03,$780.94
6585,2023-03,2021-06-04,$856.44
6586,2022-07,2022-12-04,$555.75
6587,2022-10,2023-06-19,$85.98
6588,2021-01,2023-08-12,$634.53
6589,2022-09,2021-12-30,$497.91
6590,2023-04,2021-03-16,$845.82
6591,2021-02,2021-05-05,$175.50
6592,2021-06,2022-05-31,$643.68
6593,2023-02,2023-03-13,$742.65
6594,2021-05,2021-09-16,$960.44
6595,2023-02,2023-07-07,$502.91
6596,2022-12,2021-07-11,$37.29
6597,2023-09,2023-08-13,$147.34
6598,2023-12,2022-07-15,$855.47
6599,2021-11,2023-03-03,$954.40
6600,2023-07,2023-05-14,$788.42
6601,2023-06,2023-06-19,$323.51
6602,2022-08,2022-02-02,$857.01
6603,2021-11,2021-10-18,$574.36
6604,2022-11,2021-08-01,$827.03
6605,2021-05,2022-02-03,$168.38
6606,2023-12,2023-08-27,$380.33
6607,2023-10,2022-11-20,$471.09
6608,2023-09,2021-12-04,$562.39
6609,2022-09,2021-09-11,$76.01
6610,2023-11,2021-09-27,$712.19
6611,2022-11,2023-12-01,$823.06
6612,2021-05,2021-04-24,$700.20
6613,2022-06,2022-08-02,$628.28
6614,2021-07,2022-03-03,$112.20
6615,2023-09,2022-07-04,$37.02
6616,2023-02,2022-02-02,$172.67
6617,2021-07,2022-01-17,$581.95
6618,2021-10,2022-04-21,$243.53
6619,2022-04,2021-10-04,$756.86
6620,2022-06,2023-12-22,$918.44
6621,2023-02,2023-07-29,$194.66
6622,2022-12,2023-10-06,$141.20
6623,2021-10,2021-08-02,$420.35
6624,2023-04,2021-09-27,$276.84
6625,2023-03,2021-01-04,$798.30
6626,2023-03,2023-03-01,$386.77
6627,2021-11,2021-02-13,$470.68
6628,2021-09,2021-09-21,$550.16
6629,2021-02,2021-07-26,$120.57
6630,2021-01,2022-07-03,$517.32
6631,2022-05,2023-12-26,$29.47
6632,2023-07,2021-09-12,$952.04
6633,2021-02,2022-09-29,$707.43
6634,2023-10,2023-04-09,$917.96
6635,2023-07,2022-07-03,$189.40
6636,2022-04,2021-05-08,$499.92
6637,2021-12,2023-11-09,$447.54
6638,2022-05,2022-10-16,$121.20
6639,2022-09,2021-12-26,$95.65
6640,2021-01,2022-02-26,$259.41
6641,2023-06,2021-12-28,$216.32
6642,2023-06,2022-10-21,$767.19
6643,2023-12,2021-05-20,$879.77
6644,2021-11,2023-01-14,$636.31
6645,2022-07,2021-07-14,$679.89
6646,2022-07,2021-04-27,$903.47
6647,2022-12,2023-01-11,$705.61
6648,2022-12,2023-12-11,$124.57
6649,2021-12,2022-05-28,$255.79
6650,2021-06,2022-02-20,$755.29
6651,2023-07,2022-05-27,$164.12
6652,2022-11,2022-02-28,$221.87
6653,2022-10,2023-05-18,$594.94
6654,2023-10,2021-04-04,$902.60
6655,2022-03,2022-09-18,$342.28
6656,2023-12,2021-02-06,$228.78
6657,2022-10,2022-01-03,$853.67
6658,2022-11,2023-12-13,$821.55
6659,2022-12,2021-12-31,$556.01
6660,2022-08,2022-03-24,$416.31
6661,2023-03,2021-11-01,$359.93
6662,2022-10,2022-01-09,$374.24
6663,2022-07,2021-04-12,$561.86
6664,2021-09,2022-03-12,$640.20
6665,2023-11,2021-08-11,$40.24
6666,2021-09,2023-12-30,$969.82
6667,2023-05,2023-08-01,$693.41
6668,2022-11,2021-06-02,$188.49
6669,2023-06,2022-11-08,$362.08
6670,2022-05,2022-05-24,$274.72
6671,2021-06,2022-03-16,$352.15
6672,2022-06,2023-01-12,$150.39
6673,2023-06,2021-07-22,$601.44
6674,2022-08,2021-07-28,$922.72
6675,2022-10,2022-06-08,$191.03
6676,2021-10,2021-10-21,$106.18
6677,2022-08,2023-02-08,$284.71
6678,2021-07,2022-04-19,$685.32
6679,2022-12,2022-06-29,$341.10
6680,2021-05,2022-05-20,$647.98
6681,2022-06,2021-04-17,$256.60
6682,2022-05,2023-05-28,$152.65
6683,2022-01,2022-09-29,$64.94
6684,2021-06,2021-12-05,$487.65
6685,2021-08,2023-05-14,$530.27
6686,2021-01,2021-08-06,$565.06
6687,2022-06,2023-09-04,$338.10
6688,2022-03,2022-03-27,$861.76
6689,2022-02,2022-04-30,$546.36
6690,2022-12,2022-11-14,$461.78
6691,2021-02,2021-04-14,$318.42
6692,2023-12,2023-07-01,$830.12
6693,2022-01,2021-12-08,$364.43
6694,2022-12,2022-04-15,$607.03
6695,2021-10,2023-09-05,$564.72
6696,2023-08,2023-03-15,$673.84
6697,2022-03,2021-02-28,$874.05
6698,2023-09,2023-06-07,$39.52
6699,2021-08,2023-12-24,$870.45
6700,2022-10,2021-08-07,$36.60
6701,2021-08,2022-02-16,$971.68
6702,2023-10,2023-06-21,$237.70
6703,2023-06,2022-09-28,$674.61
6704,2023-01,2023-07-29,$914.43
6705,2023-02,2022-11-17,$977.62
6706,2021-11,2023-09-29,$186.72
6707,2022-01,2023-11-16,$66.75
6708,2023-08,2023-12-21,$601.30
6709,2021-12,2022-08-05,$783.32
6710,2023-06,2023-12-30,$714.38
6711,2023-08,2022-01-13,$477.79
6712,2022-01,2023-11-25,$467.70
6713,2021-04,2023-03-21,$874.72
6714,2023-11,2021-05-03,$884.88
6715,2022-04,2021-12-04,$179.31
6716,2023-01,2023-02-22,$329.20
6717,2023-08,2023-12-15,$970.71
6718,2021-11,2021-06-10,$512.07
6719,2022-10,2022-05-28,$653.68
6720,2023-01,2021-07-02,$817.52
6721,2022-02,2022-08-19,$939.33
6722,2023-01,2023-09-27,$419.13
6723,2021-07,2021-07-05,$856.44
6724,2022-07,2023-03-03,$61.36
6725,2021-07,2022-09-23,$625.50
6726,2022-08,2021-08-27,$89.60
6727,2023-06,2021-09-15,$357.77
6728,2021-03,2021-03-21,$362.30
6729,2022-05,2023-09-16,$763.55
6730,2021-03,2022-06-25,$704.57
6731,2023-09,2023-10-02,$938.96
6732,2023-06,2023-02-28,$100.69
6733,2021-01,2022-06-27,$816.26
6734,2021-09,2021-09-07,$50.69
6735,2023-08,2021-01-23,$851.79
6736,2021-03,2022-12-30,$751.89
6737,2023-11,2022-10-18,$901.47
6738,2021-05,2023-07-26,$935.97
6739,2023-08,2022-07-17,$622.89
6740,2021-12,2023-06-10,$153.41
6741,2023-11,2023-09-01,$378.96
6742,2022-03,2021-10-26,$450.98
6743,2022-05,2022-10-10,$699.81
6744,2022-07,2021-03-20,$281.98
6745,2022-08,2021-05-09,$720.63
6746,2021-10,2021-07-29,$792.25
6747,2021-11,2021-10-26,$87.38
6748,2021-03,2021-02-04,$552.98
6749,2022-12,2021-03-24,$673.11
6750,2023-10,2021-12-02,$665.85
6751,2023-01,2021-01-22,$505.19
6752,2022-10,2022-06-22,$674.73
6753,2021-08,2023-02-01,$877.05
6754,2021-12,2021-09-01,$97.00
6755,2021-04,2022-09-21,$80.11
6756,2021-05,2022-12-29,$271.24
6757,2021-01,2023-03-26,$759.75
6758,2022-02,2023-06-13,$39.55
6759,2023-04,2022-03-11,$662.51
6760,2022-11,2023-08-29,$874.41
6761,2021-04,2021-05-31,$313.03
6762,2021-08,2023-12-04,$337.57
6763,2023-05,2023-09-24,$566.23
6764,2021-07,2023-08-12,$330.39
6765,2023-12,2023-09-25,$590.12
6766,2022-03,2022-10-19,$932.65
6767,2023-07,2023-12-16,$764.64
6768,2023-04,2021-08-04,$253.67
6769,2022-02,2021-06-15,$158.75
6770,2022-03,2023-01-11,$512.20
6771,2021-05,2021-05-17,$390.77
6772,2023-11,2023-07-12,$56.39
6773,2021-08,2021-10-11,$981.96
6774,2023-08,2023-09-06,$154.14
6775,2022-07,2023-01-24,$55.82
6776,2021-12,2023-05-20,$510.91
6777,2023-09,2021-02-21,$334.09
6778,2022-02,2023-03-24,$868.32
6779,2021-03,2022-04-24,$822.41
6780,2021-01,2022-05-04,$715.50
6781,2021-01,2021-06-16,$153.39
6782,2023-05,2023-03-18,$970.26
6783,2021-08,2023-02-10,$785.34
6784,2022-12,2022-03-21,$881.60
6785,2023-10,2021-09-15,$565.08
6786,2022-07,2022-06-03,$227.87
6787,2023-09,2022-11-01,$96.96
6788,2023-12,2022-02-27,$907.40
6789,2021-07,2021-04-21,$651.17
6790,2021-10,2023-08-03,$280.61
6791,2022-12,2023-03-28,$324.22
6792,2022-12,2023-12-21,$689.69
6793,2021-06,2023-10-11,$924.95
6794,2022-06,2022-06-06,$359.78
6795,2021-07,2022-01-10,$42.76
6796,2022-04,2023-02-07,$782.50
6797,2021-07,2022-01-09,$322.23
6798,2023-03,2023-01-06,$411.69
6799,2022-02,2022-08-14,$738.91
6800,2022-01,2023-01-20,$72.88
6801,2023-12,2022-10-05,$634.21
6802,2021-02,2021-01-04,$307.82
6803,2023-03,2021-09-16,$648.55
6804,2023-08,2021-03-12,$443.13
6805,2022-09,2023-06-23,$480.96
6806,2022-08,2023-07-27,$413.99
6807,2021-08,2021-09-27,$496.64
6808,2023-08,2022-04-12,$743.21
6809,2023-05,2021-07-28,$174.82
6810,2023-08,2023-01-19,$496.16
6811,2022-12,2022-10-06,$562.14
6812,2021-05,2022-03-25,$967.73
6813,2021-10,2021-04-08,$561.81
6814,2021-02,2021-06-27,$274.03
6815,2022-01,2022-10-05,$873.08
6816,2021-01,2021-07-06,$261.69
6817,2021-01,2022-06-24,$857.44
6818,2023-01,2023-09-19,$824.50
6819,2023-03,2023-10-10,$663.24
6820,2021-02,2022-11-12,$298.77
6821,2021-12,2022-03-09,$643.97
6822,2021-09,2022-01-12,$77.53
6823,2022-06,2021-03-23,$590.68
6824,2022-10,2023-08-11,$516.41
6825,2022-10,2022-09-17,$192.05
6826,2021-03,2023-10-25,$753.16
6827,2022-12,2022-12-06,$368.40
6828,2023-11,2023-07-26,$347.45
6829,2023-11,2023-03-08,$647.44
6830,2021-11,2022-11-19,$179.79
6831,2022-04,2021-11-20,$319.65
6832,2023-05,2022-05-08,$26.54
6833,2023-07,2022-01-11,$782.11
6834,2022-10,2023-12-20,$845.94
6835,2022-10,2023-02-05,$268.75
6836,2021-12,2023-04-11,$20.55
6837,2021-05,2022-11-24,$530.09
6838,2022-10,2022-11-05,$914.05
6839,2023-06,2022-12-16,$777.88
6840,2023-03,2023-07-23,$195.33
6841,2022-08,2021-06-08,$476.73
6842,2021-02,2021-01-25,$323.35
6843,2022-04,2021-10-06,$957.56
6844,2023-05,2022-09-25,$110.93
6845,2021-06,2023-06-10,$93.17
6846,2022-10,2021-07-18,$318.04
6847,2022-01,2022-04-01,$371.24
6848,2021-10,2022-08-08,$424.99
6849,2021-01,2021-04-08,$44.21
6850,2021-09,2022-01-10,$46.05
6851,2023-09,2021-05-14,$745.87
6852,2021-11,2021-12-02,$950.25
6853,2022-03,2023-08-15,$217.03
6854,2021-06,2021-07-28,$891.79
6855,2021-05,2021-04-20,$552.55
6856,2022-06,2023-12-27,$433.14
6857,2021-05,2021-12-30,$130.06
6858,2021-05,2023-06-18,$928.32
6859,2022-08,2022-09-23,$357.66
6860,2023-06,2022-03-18,$516.76
6861,2022-02,2022-12-06,$278.89
6862,2023-02,2021-03-27,$133.49
6863,2022-08,2022-09-28,$311.29
6864,2023-01,2022-11-29,$729.86
6865,2022-08,2023-12-08,$930.54
6866,2022-03,2022-07-09,$440.15
6867,2021-02,2022-05-15,$129.19
6868,2021-05,2021-11-25,$84.47
6869,2021-11,2022-04-30,$417.44
6870,2022-12,2023-10-07,$82.68
6871,2023-11,2021-07-14,$54.31
6872,2022-08,2021-07-16,$12.19
6873,2022-01,2023-05-23,$691.61
6874,2022-08,2021-03-29,$799.41
6875,2023-02,2021-12-16,$952.74
6876,2023-11,2021-04-28,$681.34
6877,2021-05,2023-05-01,$15.60
6878,2021-10,2021-04-27,$189.32
6879,2023-06,2022-04-28,$930.14
6880,2021-03,2022-10-01,$219.09
6881,2022-07,2022-08-01,$798.81
6882,2023-03,2022-07-06,$986.00
6883,2023-10,2021-10-06,$70.50
6884,2021-04,2021-11-10,$232.68
6885,2021-04,2022-03-29,$631.54
6886,2022-08,2023-02-22,$883.68
6887,2022-07,2022-03-07,$367.29
6888,2021-08,2021-10-14,$749.24
6889,2022-12,2022-12-08,$122.60
6890,2021-11,2023-04-07,$741.04
6891,2022-12,2021-03-13,$790.24
6892,2022-06,2023-02-18,$151.89
6893,2022-09,2023-08-16,$954.15
6894,2022-07,2021-06-18,$257.79
6895,2023-04,2023-04-29,$95.43
6896,2022-09,2022-01-08,$165.56
6897,2021-04,2023-07-09,$797.06
6898,2021-12,2021-11-30,$179.13
6899,2023-10,2021-07-31,$873.21
6900,2023-01,2023-03-29,$976.51
6901,2022-10,2022-12-03,$802.26
6902,2022-11,2022-03-19,$891.09
6903,2023-09,2023-10-27,$927.68
6904,2023-03,2022-12-03,$355.95
6905,2021-11,2023-12-04,$640.96
6906,2022-01,2023-08-25,$59.08
